"","GEOID","Probs"
"463","06073018609",0.00291909252412703
"464","06073018904",0.0153756366529488
"465","06037294830",0.0030432542384725
"466","06037297120",0.00767961470517212
"467","06037300301",0.106632661035151
"468","06037301000",0.01716468532162
"469","06037301701",0.00417492479088297
"470","06037302004",0.00149877774954545
"471","06037302104",0.00293934334052131
"472","06037310201",0.0189040184663548
"473","06037310602",0.015354550945884
"474","06037311100",0.00651088426258585
"475","06037401201",0.0155053618902868
"476","06037401703",0.00624220552077972
"477","06059075404",0.0067008383601457
"478","06059075513",0.00186791773094966
"479","06059075701",0.00705477942476061
"480","06059075812",0.00699114689576691
"481","06059076205",0.00788333589233455
"482","06059086405",0.00316084601108478
"483","06059086801",0.006576120214603
"484","06059086903",0.00533246097526804
"485","06059087504",0.00223539070214647
"486","06059087805",0.00394135226473545
"487","06059088905",0.00427661189435742
"488","06059089104",0.00277690669140414
"489","06073019206",0.00392882695081202
"490","06073019406",0.00266132388176198
"491","06073019805",0.00283276915101757
"492","06073020016",0.0131118742003281
"493","06073020028",0.00106110345345351
"494","06073020202",0.0029189152254377
"495","06073020213",0.000518555937187426
"496","06073020309",0.00424990729898036
"497","06073020707",0.00883093717653892
"498","06073020903",6.96834950723252
"499","06073020904",1.38328957563788
"500","06073021100",6.26017431956444
"501","06111000100",35.5096638295874
"502","06111001506",0.110648126322155
"503","06111002500",0.525546095198757
"504","06111003010",0.00413717994784621
"505","06111003201",0.00278118118989736
"506","06111003801",0.00543549513948769
"507","06111004506",0.00365038374087005
"508","06037402102",0.0141543083863605
"509","06037402406",0.00822143906098037
"510","06037403316",0.0358326353796884
"511","06037403323",0.0330642391173599
"512","06037403406",0.00998023362678969
"513","06037403901",0.00252661234555987
"514","06037404202",0.00129902435685536
"515","06037404501",0.00140984154592613
"516","06037404801",0.000923724319482353
"517","06037405201",0.00214761061289383
"518","06059099216",0.00947796531653945
"519","06059099226",0.00492117401461717
"520","06059099232",0.00809502541774
"521","06059099238",0.00903411687096933
"522","06059099243",0.010137364934642
"523","06059099248",0.00186420444855388
"524","06059099311",0.00760162588479813
"525","06059099404",0.00744050705554278
"526","06059099412",0.00729802268169082
"527","06059099504",0.0251448864790503
"528","06059099513",0.0269503276978158
"529","06059099801",0.00517542248112478
"530","06059110011",0.00477499696912797
"531","06059110109",0.00481283345944247
"532","06037407200",0.00352168393207929
"533","06037407602",0.00165863661823949
"534","06037408004",0.00108739700260381
"535","06037408137",0.00367396976778725
"536","06037408706",0.0172772207831012
"537","06037430101",0.0140401115071656
"538","06037430501",0.0285596454801084
"539","06037430801",0.00739598624970149
"540","06037432000",0.00124582821931573
"541","06037433306",0.00028654555934384
"542","06037433403",0.000177268604712713
"543","06037433902",0.000185427722653526
"544","06059110605",0.0149154570468826
"545","06037460800",0.0836145191547367
"546","06037461502",0.00670255569272531
"547","06037462001",0.00218925785339899
"548","06037462600",0.00325699435125913
"549","06037463300",0.00204467362514368
"550","06037463700",0.00738914003546052
"551","06037480101",0.00144156662329614
"552","06037480702",0.00983034723144306
"553","06037481102",0.000792323320545659
"554","06037500404",0.00335248632248029
"555","06037500800",0.00344994092266907
"556","06111004901",0.0191351641887224
"557","06111005304",0.0907326217633808
"558","06111005401",0.0381309586134739
"559","06111005901",0.155569321696059
"560","06111006400",0.313184041323308
"561","06111007403",0.0705462911516681
"562","06111007508",0.0687394548770093
"563","06111007609",0.0354889180109594
"564","06111007901",0.0489476866491233
"565","06111008202",0.0330967739539718
"566","06111008800",0.00875063748005566
"567","06037501803",0.0015456906670363
"568","06037502302",0.00188202624830489
"569","06037502602",0.00227247107342108
"570","06037503103",0.0024135111068217
"571","06037503202",0.00253679874699329
"572","06037504002",0.00315880864073572
"573","06037530500",0.000987632623466904
"574","06037531101",0.000562889453400649
"575","06037531504",0.000559271532096417
"576","06037531901",0.000864744827659177
"577","06037532603",0.000587335074566439
"578","06037532605",0.000352913130570814
"579","06037533104",0.000229802523294183
"580","06037533402",0.000326404101698923
"581","06037533602",0.000478174465349798
"582","06037533805",0.000370083485640743
"583","06037535503",0.000455965402102486
"584","06037540101",0.00241105656806817
"585","06037540202",0.00144766618879032
"586","06037540901",0.00277467407005178
"587","06037541500",0.00156804907078091
"588","06037542103",0.0011572530958641
"589","06037542602",0.00176704046476189
"590","06037543400",0.00617050004629801
"591","06037543702",0.00189310074852751
"592","06083000302",0.0111846561891455
"593","06083001000",0.0172264263422706
"594","06083001901",6.47350550651066
"595","06083002006",6.69842046985155
"596","06083002009",0.0300543180142802
"597","06083002101",0.00713524008557026
"598","06083002303",0.0139850542141243
"599","06083002924",0.0366275454020331
"600","06037550201",0.00128867854505456
"601","06037550400",0.00198853503454639
"602","06037551202",0.00261902295398504
"603","06037551900",0.00377218252553171
"604","06037553504",0.00103034857621634
"605","06037554001",0.00176924784504317
"606","06037554204",0.00120871050560596
"607","06037555103",0.00351999362336104
"608","06037570301",0.00250994821927284
"609","06037570603",0.00250994078544992
"610","06037571101",0.00539143889600875
"611","06037571504",0.00517753915325688
"612","06037572001",0.00443007561385753
"613","06037572302",0.00138553729681076
"614","06037573002",0.000597940748253357
"615","06037574601",0.00808840425558414
"616","06037574902",0.00179606817104152
"617","06037575802",0.000593423277439282
"618","06037576200",0.00395845631256982
"619","06037576402",0.000725369650471429
"620","06037576904",0.000817049595344237
"621","06037577602",0.0143220083157983
"622","06037600304",0.00109668311105059
"623","06037600601",0.00161256763412086
"624","06037600911",0.00209826063292536
"625","06037601401",0.00326945604427233
"626","06037602802",0.00334024754926046
"627","06037603004",0.000396299093768963
"628","06037603200",0.00198788286243431
"629","06037603600",0.00163852084425612
"630","06037604001",0.00101153003764429
"631","06037620002",0.00217662253562655
"632","06037620400",0.00394336210712174
"633","06037620904",0.00373630635396653
"634","06037650001",0.00281227491310895
"635","06037651001",0.00376907551099746
"636","06037651222",0.0175722142921834
"637","06037670003",0.00400468711992061
"638","06037104320",0.0192568229552207
"639","06037106407",0.00928320409059785
"640","06037113213",0.0289783126009768
"641","06037123206",0.00239446731979065
"642","06037124203",0.00114555323862222
"643","06037127805",0.00176463031790562
"644","06037132501",0.00281676405804976
"645","06037134521",0.00103339737445179
"646","06037141302",0.0128700456890428
"647","06037189500",0.00739230285943745
"648","06037191000",0.00790425799051196
"649","06037195720",0.000685000650678325
"650","06037201601",0.00101502429217566
"651","06037207502",0.000977492463142997
"652","06037209200",0.000986055037179785
"653","06037211703",0.000271576625809406
"654","06037214000",0.00215378373609245
"655","06037218702",0.000577571396282884
"656","06037222500",0.000970723198961877
"657","06037227020",0.000203837627109333
"658","06037232400",0.00206273906429782
"659","06037239320",0.000356710354742061
"660","06037269700",0.00330921193210066
"661","06037272302",0.00228752200676027
"662","06037291110",0.00170939030250341
"663","06037294520",0.000696420138756176
"664","06037301300",0.00548085490460124
"665","06037310501",0.0160111711848646
"666","06037401002",0.0202762273144708
"667","06037402002",0.0106533501040017
"668","06037402405",0.00717996614030391
"669","06037403722",0.00586563070775266
"670","06037405202",0.000731088457782585
"671","06037408631",0.00559575229311224
"672","06037432802",0.000150592292876318
"673","06037461600",0.00710495638361009
"674","06037480012",0.00164639340535071
"675","06037482201",0.000804392564949256
"676","06037501700",0.0102628137493295
"677","06037532700",0.00078892453537444
"678","06037533902",0.000657515248431709
"679","06037535901",0.00161228431275729
"680","06037541801",0.0013851270616113
"681","06037543701",0.00109277391428934
"682","06037552800",0.00309354091175621
"683","06037554515",0.00477710161648839
"684","06037570100",0.00296929959026173
"685","06037571900",0.00611314166432736
"686","06037575201",0.00126543552963519
"687","06037600704",0.00223624621997836
"688","06037602507",0.000564701273421415
"689","06037620101",0.00251443555413784
"690","06037650102",0.00148478480635696
"691","06037700802",0.00144479016615848
"692","06037701402",0.0148668159733477
"693","06037900300",0.40436300386081
"694","06037910301",0.013098326535367
"695","06037910601",0.00484227864681199
"696","06037910811",4.53693499439662
"697","06037930200",7.82409728264915
"698","06037980013",0.00543714710848605
"699","06059011402",0.00687339336672218
"700","06059021817",0.0106392386247012
"701","06059021921",0.0711262228274213
"702","06059042319",0.124721488284877
"703","06059052411",0.0699142033125145
"704","06059074111",0.0046914563476334
"705","06059075810",0.0144676340275175
"706","06059088401",0.00590330260493161
"707","06059088904",0.00400405288555344
"708","06059099237",0.00905860682660645
"709","06059099602",0.00954355180000599
"710","06059110010",0.00476946198997342
"711","06073005000",0.000871555567262066
"712","06073007702",0.000697934068930691
"713","06073008355",0.00162827109672848
"714","06073009801",0.00349906369809985
"715","06073012501",0.000504375653925427
"716","06073013415",0.00200184346479254
"717","06073013908",0.00210916102878063
"718","06073015704",0.00161224924958147
"719","06073017037",0.0130005819568855
"720","06073017810",0.0132010666232671
"721","06073019405",0.00147164042355953
"722","06073020208",0.00213118151096663
"723","06073020902",2.90399143396111
"724","06083000102",0.0338666824159315
"725","06083001800",28.3397417211307
"726","06083002010",0.0299886391980084
"727","06083002705",0.0120945167507756
"728","06111000702",0.0313089112444992
"729","06111001503",0.0829916581157112
"730","06111004304",0.0129313673079618
"731","06111006302",0.0629444387479236
"732","06037432801",0.000199843472950906
"733","06037434003",0.000984844530429069
"734","06037501001",0.00188017993401866
"735","06111008101",0.0341659269620867
"736","06037531701",0.000710685262972413
"737","06037900804",0.000914616264057739
"738","06037910209",0.00874447952831846
"739","06037134306",0.00180424722176476
"740","06037134720",0.0028787952973052
"741","06037135113",0.00709616913988912
"742","06037543202",0.00576361132444916
"743","06083002928",0.114461268781516
"744","06037570203",0.00206473308378278
"745","06037600703",0.00110936070863893
"746","06037650200",0.00445606586496244
"747","06037190802",0.00437273337767841
"748","06037191720",0.00038894568665341
"749","06037207900",0.000433579823929032
"750","06037209520",0.000549297329348045
"751","06073004000",0.000252301960980796
"752","06037219020",0.00108039304787636
"753","06059011102",0.00708195146077343
"754","06037241300",0.00125817562811089
"755","06073015703",0.00116890633124906
"756","06073016301",0.00161715721832575
"757","06059074103",0.00323608398334745
"758","06059075003",0.0018251753937202
"759","06059087404",0.00145958450731577
"760","06059089004",0.0039737719121139
"761","06073021302",5.27222911042172
"762","06111003100",0.0207227576756309
"763","06037404702",0.000767460070163757
"764","06059099903",0.00455034040134792
"765","06059110104",0.00655501687799085
"766","06037480901",0.00169374991119044
"767","06037534202",0.00051787643971417
"768","06037554514",0.00283964658346805
"769","06037620001",0.00220689019217832
"770","06059062639",0.0697956926894199
"771","06059088203",0.00593324677415711
"772","06073003601",0.000259040369632383
"773","06073013306",0.00236682819575729
"774","06037192420",0.000477659744208016
"775","06037206032",0.00150839248047008
"776","06073007501",0.000788253056774244
"777","06073009106",0.0024016072609028
"778","06059032014",0.0698369847974626
"779","06059062605",0.0517291420325033
"780","06059099601",0.0111990909304243
"781","06059110606",0.00651396390983986
"782","06037554103",0.000883010420029459
"783","06037124104",0.00125504343428587
"784","06037134710",0.00165976996863199
"785","06037226420",0.000203052990063821
"786","06037406411",0.00422965425540136
"787","06037109300",0.00656086024925499
"788","06083001206",0.0196981684395314
"789","06083002403",0.00679887193138789
"790","06111003011",0.00449765157157846
"791","06111006800",0.103918267039296
"792","06037113322",0.00672577910983704
"793","06037120105",0.00210870845947454
"794","06037127604",0.00124372433669618
"795","06037134002",0.00222414397649829
"796","06037137501",0.0298851418212406
"797","06037141201",0.00426981321969385
"798","06037183810",0.00310253485091917
"799","06037201401",0.00272513772976799
"800","06037204600",0.000461897672574352
"801","06037209820",0.000263629079357417
"802","06037214700",0.00126401417094469
"803","06037221820",0.000230527414695932
"804","06037231220",0.00118593301625269
"805","06037238320",0.000639648659917453
"806","06037265601",0.00668221570390857
"807","06037269800",0.00263077746765358
"808","06037271801",0.00299123508940288
"809","06037293301",0.00226980145099017
"810","06037301100",0.00589293467380032
"811","06037310300",0.0182162844559206
"812","06037400800",0.0332354118179116
"813","06037402303",0.0065519520507005
"814","06037404902",0.000848969032477773
"815","06037407102",0.0014229795468287
"816","06037430502",0.0148998125703646
"817","06037433601",0.000923620664190093
"818","06037462002",0.00218767060514449
"819","06037501400",0.00280565156835077
"820","06037530006",0.00171075736139293
"821","06037533702",0.000218885379612808
"822","06037535002",0.000489647023761751
"823","06037541606",0.000681848595714925
