GEOID,Probs
6037103102,0.021510341
6037400900,0.021390778
6037109100,0.021270112
6073020022,0.021231133
6073017042,0.021216624
6037574400,0.021197618
6059021903,0.021189095
6059076204,0.021162153
6037401202,0.021118767
6073017808,0.02097912
6059110500,0.020856338
6037295103,0.020819659
6073017305,0.020787593
6111003100,0.020722758
6037920029,0.02062676
6037463800,0.020546101
6059063302,0.020538508
6059099508,0.020528769
6073020705,0.02051687
6037400304,0.020412802
6059032051,0.020387466
6111009100,0.020381865
6059001507,0.020303159
6059063009,0.020277467
6037401002,0.020276227
6037134422,0.020202828
6073013606,0.020202652
6037401500,0.020179871
6037141400,0.020117636
6037408624,0.020059549
6037137201,0.020003771
6037101110,0.019905467
6037910707,0.019889836
6037401902,0.019878345
6059021807,0.019870607
6037503602,0.019717555
6083001206,0.019698168
6037910302,0.019664146
6073019602,0.019627546
6111008303,0.019626767
6037430002,0.019561767
6037621004,0.019537353
6073013310,0.019481562
6037503902,0.019470682
6059062629,0.019384971
6059021823,0.019380801
6037301400,0.019344741
6059021812,0.019340207
6059062900,0.019302419
6037104320,0.019256823
6073018603,0.019209806
6111004901,0.019135164
6037430600,0.019069069
6073017404,0.01897952
6073020405,0.01893366
6037310201,0.018904018
6037980018,0.018892366
6073009902,0.0188887
6059075703,0.018857685
6037401312,0.018701471
6037108101,0.018661108
6037134421,0.01865726
6083002702,0.018654659
6059063907,0.01857545
6059099229,0.018543683
6059042108,0.018521088
6059063803,0.018513717
6073017039,0.018490713
6037901101,0.018469914
6037401101,0.018448634
6037113232,0.018393187
6037543305,0.018392301
6037311700,0.018380166
6073009704,0.01833224
6059062701,0.018272033
6037310300,0.018216284
6073016810,0.018118352
6059063807,0.018048307
6037980006,0.017994915
6037115101,0.017922766
6059011300,0.017866362
6059032033,0.017822225
6059063904,0.017676503
6037104105,0.017628803
6059075814,0.01762212
6037189400,0.01761643
6037651222,0.017572214
6073010103,0.017522466
6037310800,0.017520434
6059052513,0.017509103
6037128400,0.017483132
6037980014,0.017449609
6037310601,0.017407924
6073018300,0.017315799
6037111201,0.017309932
6037408706,0.017277221
6083001000,0.017226426
6037301000,0.017164685
6037108104,0.017124639
6037431100,0.017120273
6059052520,0.017091553
6059042107,0.017059182
6073016201,0.017013174
6037651304,0.016978823
6037574500,0.016947673
6073017813,0.016923274
6059011200,0.016914186
6059011707,0.016908452
6037403319,0.016855601
6111005403,0.01682555
6037106646,0.016753534
6037269000,0.016743499
6037400602,0.016720235
6037464100,0.016651174
6037301601,0.016507458
6059110113,0.016483896
6037920045,0.016454475
6037577604,0.016415021
6083002707,0.016310784
6037430721,0.016296161
6037297202,0.016246801
6059001404,0.016234813
6037460900,0.016075628
6037181300,0.016056528
6037135202,0.016028069
6037310501,0.016011171
6059086303,0.015981157
6037502700,0.015970204
6037310400,0.015946504
6037576001,0.015917195
6037503703,0.015837956
6037185100,0.015824433
6037310202,0.015736244
6037703001,0.015641979
6073017050,0.01561782
6073012600,0.015601812
6037137301,0.01559448
6073016608,0.015580901
6059075603,0.015578896
6059099413,0.015554032
6037265420,0.01552055
6037401201,0.015505362
6037574300,0.01548567
6037311600,0.01547697
6037113303,0.015391876
6073018904,0.015375637
6059011709,0.015367981
6073013605,0.015359685
6037310602,0.015354551
6037910705,0.015348962
6111004710,0.015337759
6059075813,0.015326391
6059052523,0.015314561
6037135102,0.015180003
6037408704,0.015126785
6073008511,0.015065579
6073019601,0.015062858
6073018905,0.014967881
6059099309,0.014947893
6037920110,0.014943477
6083002706,0.014943326
6037701000,0.014937703
6059110605,0.014915457
6037430502,0.014899813
6037651201,0.014879368
6037701402,0.014866816
6059110007,0.014866134
6037106405,0.014842522
6037111204,0.014822468
6037408504,0.014765213
6073017801,0.014747336
6059099239,0.014730697
6037402902,0.014700545
6083002103,0.01469921
6037577501,0.014639048
6059052417,0.014629866
6073020015,0.014604023
6073013505,0.014584456
6059063006,0.014501175
6059099225,0.014486339
6059075810,0.014467634
6037910207,0.014404867
6059011401,0.014397096
6059099510,0.014360783
6037577602,0.014322008
6037236000,0.014283618
6037296300,0.014159615
6037402102,0.014154308
6037900605,0.014116201
6037430101,0.014040112
6037403408,0.014010179
6083002303,0.013985054
6111003012,0.013977442
6037408302,0.013975528
6037135201,0.013953892
6073019203,0.013942049
6059052502,0.013941582
6083000801,0.013928515
6083002305,0.013896166
6073016614,0.013885261
6037401601,0.013883409
6037296402,0.013869395
6059099905,0.0138593
6037573601,0.013855154
6037296901,0.013846829
6059074106,0.01383483
6059063902,0.01382211
6037113102,0.013777356
6037554521,0.013734195
6059063101,0.013727184
6037403404,0.013588259
6037134423,0.013586646
6073017045,0.013527941
6037651402,0.01351929
6037269300,0.013492649
6073016701,0.01347984
6037430701,0.013477341
6037128910,0.013476588
6111008001,0.013395518
6037111206,0.013386612
6073011300,0.01335004
6059074403,0.013321563
6037274202,0.013303009
6073017401,0.013270662
6037189600,0.013260241
6037920017,0.013258365
6037109500,0.013240129
6073016702,0.013215938
6037265700,0.013207162
6073017810,0.013201067
6037297601,0.013121519
6059052511,0.013115191
6073020016,0.013111874
6037296401,0.013104661
6037910301,0.013098327
6037430302,0.013029521
6073018504,0.01301564
6073017037,0.013000582
6073017900,0.012976175
6037464000,0.012974158
6111004304,0.012931367
6037401901,0.012906154
6037141302,0.012870046
6073021900,0.012839312
6059063604,0.012823581
6037199300,0.012789532
6037139001,0.012776405
6037189202,0.012771125
6037621002,0.012768464
6059063601,0.012725211
6059062627,0.012711324
6073017047,0.012676952
6037122000,0.012669657
6059011715,0.012541464
6037134303,0.012539145
6037133100,0.012509479
6037403703,0.012507641
6059063005,0.012491649
6037320000,0.012480043
6037500403,0.01242487
6037189800,0.012379605
6037401701,0.012368034
6037408006,0.01230185
6073007200,0.012277088
6037900705,0.01225544
6073018610,0.012254671
6111008005,0.012243523
6037900508,0.012195969
6037101220,0.012191182
6037900507,0.012182258
6037901102,0.012180418
6073017048,0.012170895
6037504102,0.012137474
6083002705,0.012094517
6073010009,0.012062905
6059063605,0.012061221
6037900704,0.012056187
6037267901,0.012053307
6037265410,0.012000794
6037408505,0.011992282
6073017303,0.011954385
6037702300,0.011940496
6059074003,0.011938336
6037901007,0.011927388
6037273100,0.011897003
6073020403,0.01187869
6073016615,0.011864848
6037700801,0.011838664
6083002205,0.011808477
6073010104,0.011771558
6037401704,0.011741391
6037139200,0.011731628
6037920039,0.011712138
6059052519,0.011702825
6037401102,0.01169896
6111003608,0.011685126
6037980002,0.011650703
6037920036,0.011636976
6083002209,0.011628326
6059110603,0.011600376
6037431001,0.011592152
6059099402,0.011551898
6073017811,0.011547713
6037920037,0.011527053
6037273902,0.011490717
6037702102,0.011473971
6059076202,0.011459275
6073017304,0.011408133
6037408623,0.011406767
6073016610,0.011375315
6037408800,0.011372739
6037503401,0.011355886
6059063806,0.011342288
6073020602,0.011331771
6073008329,0.011316905
6037574000,0.011310914
6037134302,0.011307276
6037264302,0.011276725
6073013903,0.011267541
6059099509,0.011260245
6037132900,0.011257681
6037101210,0.011244307
6073020404,0.011240269
6037267100,0.011209679
6059001301,0.011201777
6059099601,0.011199091
6083000302,0.011184656
6059110012,0.011174084
6073013601,0.011171679
6037920023,0.01115528
6059076208,0.011153595
6059980000,0.011153231
6059099902,0.011121046
6073018515,0.011120793
6073016202,0.011109942
6037310702,0.011061484
6037106649,0.011052204
6037181500,0.011051694
6059042339,0.010999061
6059021821,0.010956565
6037920112,0.010945204
6037107010,0.010938076
6059110008,0.010921448
6059052526,0.010916098
6037181400,0.010914017
6037401602,0.010881134
6059076201,0.010879712
6037275602,0.010865514
6073017403,0.010861829
6059099416,0.010849411
6073019904,0.010843382
6037297602,0.010843325
6073016606,0.010774091
6059063102,0.010738339
6073017056,0.010671957
6037139502,0.010660481
6037402002,0.01065335
6059021817,0.010639239
6073019803,0.010596002
6073017701,0.01059516
6073018507,0.010584185
6037121222,0.010559231
6083001101,0.010525424
6037406200,0.010521435
6111003300,0.010509711
6037408723,0.01049209
6059110108,0.010467538
6037402502,0.010430606
6059099244,0.01039704
6037401603,0.010392387
6073003207,0.010367378
6037107020,0.010365505
6059088101,0.010295585
6037501700,0.010262814
6059063301,0.010260021
6037109601,0.010243836
6059001801,0.010184926
6037190100,0.010159833
6037503702,0.010157801
6059011717,0.010152718
6037703002,0.010142198
6059099243,0.010137365
6037109200,0.01013374
6073017034,0.010116398
6037406102,0.010072587
6037113212,0.010055492
6037621204,0.010046653
6059011504,0.010022307
6059001101,0.010015945
6059021820,0.009991217
6037980008,0.009983277
6073019902,0.009981976
6037403406,0.009980234
6037701201,0.009924424
6037403401,0.009914432
6037480702,0.009830347
6037128802,0.009816761
